date,company,open_price,high_price,low_price,close_price,volume,market_sentiment,daily_return,price_range,month,year
2019-01-31,Netflix,864.44,1254.47,434.02,1181.2,353348,Bearish,25.71975945931564,820.45,2019-01,2019
2019-02-14,Netflix,812.86,552.1,471.21,1246.51,27001447,Bearish,5.529122925838137,80.89000000000004,2019-02,2019
2019-02-16,Netflix,505.86,906.27,1150.73,907.94,7282301,Neutral,-27.161434725754297,-244.46000000000004,2019-02,2019
2019-02-20,Netflix,204.53,584.78,231.73,432.03,18314360,Bearish,-52.416459237394555,353.04999999999995,2019-02,2019
2019-03-08,Netflix,1250.37,1080.61,948.03,301.1,16239869,Neutral,-30.305765803300687,132.57999999999993,2019-03,2019
2019-03-14,Netflix,299.32,953.47,582.62,195.61,48366500,Bullish,-35.03487213550316,370.85,2019-03,2019
2019-03-23,Netflix,1104.5,456.47,420.79,1351.14,13293825,Neutral,590.7315576913246,35.68000000000001,2019-03,2019
2019-03-26,Netflix,396.94,953.1,874.96,819.7,4379000,Neutral,-39.33271163609988,78.13999999999999,2019-03,2019
2019-03-27,Netflix,397.87,134.61,589.68,1325.06,44194746,Neutral,61.65182383798948,-455.06999999999994,2019-03,2019
2019-04-02,Netflix,1299.52,99.03,796.6,1303.76,2054243,Bullish,-1.607474378518703,-697.57,2019-04,2019
2019-04-16,Netflix,1441.06,593.22,1266.89,424.6,15200335,Neutral,-67.43265631711357,-673.6700000000001,2019-04,2019
2019-04-17,Netflix,1052.73,1407.72,1204.27,1458.07,1915160,Bearish,243.3984926990108,203.45000000000005,2019-04,2019
2019-04-22,Netflix,1159.24,82.2,408.33,560.68,16513990,Neutral,-61.546427812107794,-326.13,2019-04,2019
2019-04-24,Netflix,860.92,351.12,231.97,1172.63,2974467,Bullish,109.14425340657776,119.15,2019-04,2019
2019-04-25,Netflix,1122.16,935.66,1207.4,1269.01,42662805,Bearish,8.21913135430612,-271.7400000000001,2019-04,2019
2019-05-08,Netflix,1485.04,1403.57,872.53,795.33,110865,Bearish,-37.326735013908475,531.04,2019-05,2019
2019-05-16,Netflix,105.98,156.52,911.64,317.93,46921573,Bearish,-60.02539826235651,-755.12,2019-05,2019
2019-05-28,Netflix,774.96,500.55,1071.98,1208.16,4554590,Bearish,280.0081779007958,-571.4300000000001,2019-05,2019
2019-06-11,Netflix,198.69,639.1,1365.08,1050.9,16745026,Neutral,-13.016487882399685,-725.9799999999999,2019-06,2019
2019-06-16,Netflix,1204.37,993.32,1132.25,1241.85,28290274,Bullish,18.17013988010274,-138.92999999999995,2019-06,2019
2019-06-18,Netflix,891.46,1342.92,340.38,111.15,13433221,Bullish,-91.04964367677255,1002.5400000000001,2019-06,2019
2019-06-22,Netflix,633.23,890.52,820.16,1405.97,38414649,Neutral,1164.9302744039585,70.36000000000001,2019-06,2019
2019-07-03,Netflix,101.39,1199.66,797.25,128.59,15382617,Neutral,-90.85400115222943,402.4100000000001,2019-07,2019
2019-07-06,Netflix,1399.42,1535.68,1434.19,1318.15,28349266,Bullish,925.0797107084531,101.49000000000001,2019-07,2019
2019-07-08,Netflix,634.98,412.39,818.95,958.07,10849765,Bullish,-27.31707317073171,-406.56000000000006,2019-07,2019
2019-07-14,Netflix,692.71,706.59,1289.77,426.81,4634911,Bullish,-55.45106307472314,-583.18,2019-07,2019
2019-07-18,Netflix,906.55,407.41,661.52,115.54,34285937,Bullish,-72.92940652749466,-254.10999999999996,2019-07,2019
2019-07-21,Netflix,952.6,836.28,761.4,1041.22,18651713,Bearish,801.1770815302059,74.88,2019-07,2019
2019-07-24,Netflix,1311.21,418.06,834.82,1229.11,28501293,Bullish,18.045177772228715,-416.76000000000005,2019-07,2019
2019-08-06,Netflix,1198.42,451.7,513.58,556.34,21500708,Bearish,-54.736353947165014,-61.88000000000005,2019-08,2019
2019-08-08,Netflix,322.88,1141.9,1032.2,1340.45,36298328,Neutral,140.94079160225758,109.70000000000005,2019-08,2019
2019-08-12,Netflix,189.17,1174.49,1068.67,1272.14,33386937,Neutral,-5.096049834010962,105.81999999999994,2019-08,2019
2019-08-27,Netflix,913.17,165.88,682.9,1152.94,35775237,Bearish,-9.370037888911597,-517.02,2019-08,2019
2019-08-31,Netflix,984.99,947.72,633.33,227.29,24858404,Bearish,-80.28605131229726,314.39,2019-08,2019
2019-09-01,Netflix,1116.78,842.2,158.49,157.72,29516230,Bullish,-30.60847375599455,683.71,2019-09,2019
2019-09-25,Netflix,1127.03,1451.12,221.04,183.84,43026177,Neutral,16.560994166878018,1230.08,2019-09,2019
2019-10-03,Netflix,396.59,923.03,1247.14,1107.26,34447387,Bearish,502.29547432550044,-324.1100000000001,2019-10,2019
2019-10-18,Netflix,172.37,654.04,1286.33,584.65,24324625,Bullish,-47.19848996622294,-632.29,2019-10,2019
2019-11-01,Netflix,1278.6,777.05,838.24,687.2,3986378,Bearish,17.540408791584717,-61.190000000000055,2019-11,2019
2019-11-07,Netflix,1136.79,253.09,1096.24,1003.54,47198245,Bullish,46.03317811408614,-843.15,2019-11,2019
2019-11-17,Netflix,650.42,673.27,278.13,1181.39,14703131,Bearish,17.72226318831338,395.14,2019-11,2019
2019-12-01,Netflix,974.36,876.09,846.17,1063.78,10154581,Neutral,-9.955222238210926,29.920000000000073,2019-12,2019
2019-12-04,Netflix,1231.41,760.58,1062.95,697.05,39518586,Neutral,-34.47423339412284,-302.37,2019-12,2019
2019-12-08,Netflix,1311.08,492.56,1370.16,616.2,12604614,Bullish,-11.598880998493645,-877.6000000000001,2019-12,2019
2019-12-19,Netflix,1254.53,451.17,1280.49,1498.12,28615760,Bearish,143.12236286919827,-829.3199999999999,2019-12,2019
2019-12-25,Netflix,500.98,1401.66,1161.8,1044.57,9152036,Neutral,-30.27461084559314,239.86000000000013,2019-12,2019
2019-12-26,Netflix,1308.17,219.01,552.79,1047.37,7101050,Bullish,0.26805288300448815,-333.78,2019-12,2019
2020-01-01,Netflix,1138.35,853.42,1145.36,981.33,4373799,Neutral,-6.305317127662613,-291.93999999999994,2020-01,2020
2020-01-19,Netflix,813.24,1044.48,1058.34,1342.92,10441755,Bullish,36.84693222463391,-13.8599999999999,2020-01,2020
2020-01-21,Netflix,892.28,1169.18,84.27,126.37,17954176,Bullish,-90.58990855747177,1084.91,2020-01,2020
2020-01-22,Netflix,736.6,1177.06,1278.6,483.02,6808064,Neutral,282.22679433409826,-101.53999999999996,2020-01,2020
2020-02-04,Netflix,344.23,1308.46,1128.28,791.34,19575861,Bullish,63.831725394393615,180.18000000000006,2020-02,2020
2020-02-07,Netflix,329.82,518.07,1432.76,1355.87,40739814,Bearish,71.33848914499454,-914.6899999999999,2020-02,2020
2020-02-22,Netflix,51.6,1107.9,975.22,964.71,9529659,Neutral,-28.849373465007698,132.68000000000006,2020-02,2020
2020-02-23,Netflix,1039.31,185.93,855.14,1410.78,4181058,Neutral,46.23876605404733,-669.21,2020-02,2020
2020-03-23,Netflix,1097.23,1219.35,884.63,737.28,9506377,Bearish,-47.73954833496363,334.7199999999999,2020-03,2020
2020-04-02,Netflix,254.21,802.03,139.86,1145.81,23103181,Neutral,55.410427517361114,662.17,2020-04,2020
2020-04-14,Netflix,100.59,546.21,1049.26,477.07,25583830,Neutral,-58.36395213866172,-503.04999999999995,2020-04,2020
2020-04-18,Netflix,1059.36,841.79,170.26,1283.57,42092351,Bearish,169.0527595531054,671.53,2020-04,2020
2020-04-27,Netflix,595.81,780.2,694.02,600.6,2508531,Neutral,-53.20862905801786,86.18000000000006,2020-04,2020
2020-05-08,Netflix,382.22,1107.45,952.45,56.74,14630916,Neutral,-90.55278055278055,155.0,2020-05,2020
2020-06-07,Netflix,479.48,1268.86,251.76,96.25,6792505,Bullish,69.63341557983784,1017.0999999999999,2020-06,2020
2020-06-27,Netflix,548.77,1411.92,156.35,1154.31,28318885,Neutral,1099.283116883117,1255.5700000000002,2020-06,2020
2020-07-04,Netflix,222.71,1310.14,1099.73,523.81,23050104,Bullish,-54.6213755403661,210.41000000000008,2020-07,2020
2020-07-11,Netflix,1371.49,1349.86,1446.77,1109.63,32744762,Bearish,111.83826196521642,-96.91000000000008,2020-07,2020
2020-07-12,Netflix,1272.91,1264.33,49.49,433.27,26677401,Neutral,-60.95365121707237,1214.84,2020-07,2020
2020-07-15,Netflix,1298.56,1377.45,625.8,1360.73,6833670,Bearish,214.06051653703236,751.6500000000001,2020-07,2020
2020-07-16,Netflix,1491.5,566.35,1344.06,1497.74,37633708,Neutral,10.068860097153731,-777.7099999999999,2020-07,2020
2020-07-19,Netflix,764.89,635.61,499.24,1399.1,25625821,Neutral,-6.585922790337451,136.37,2020-07,2020
2020-07-26,Netflix,842.21,366.07,130.31,105.84,20754434,Neutral,-92.43513687370452,235.76,2020-07,2020
2020-07-29,Netflix,352.29,883.62,731.35,1461.34,8762043,Bearish,1280.7067271352985,152.26999999999998,2020-07,2020
2020-08-02,Netflix,691.81,69.69,1004.73,696.01,6149056,Bullish,-52.37179574910697,-935.04,2020-08,2020
2020-08-03,Netflix,1012.82,100.38,123.52,681.33,18395000,Neutral,-2.1091650982026033,-23.14,2020-08,2020
2020-08-04,Netflix,101.63,1118.42,150.23,1220.58,45224099,Neutral,79.14666901501472,968.19,2020-08,2020
2020-08-05,Netflix,220.05,584.63,714.34,1445.65,10912828,Neutral,18.439594291238603,-129.71000000000004,2020-08,2020
2020-08-10,Netflix,920.13,79.67,1323.49,366.76,45701598,Bullish,-74.63009718811607,-1243.82,2020-08,2020
2020-08-11,Netflix,421.66,197.13,181.97,110.29,46819981,Neutral,-69.9285636383466,15.159999999999997,2020-08,2020
2020-08-13,Netflix,1161.8,263.45,1230.71,1343.61,35303019,Neutral,1118.2518814035723,-967.26,2020-08,2020
2020-08-15,Netflix,1496.98,921.55,1076.5,891.02,19876798,Bullish,-33.684625747054575,-154.95000000000005,2020-08,2020
2020-09-06,Netflix,816.79,502.8,907.95,958.47,5758496,Neutral,7.569975982581756,-405.15000000000003,2020-09,2020
2020-09-15,Netflix,1424.88,1247.45,439.03,645.23,19728816,Bullish,-32.6812524126994,808.4200000000001,2020-09,2020
2020-09-30,Netflix,565.23,1419.19,868.83,1456.18,20367203,Neutral,125.68386466841281,550.36,2020-09,2020
2020-10-10,Netflix,1140.13,1144.05,1316.48,1328.57,46145715,Bearish,-8.763339697015482,-172.43000000000006,2020-10,2020
2020-10-12,Netflix,1466.07,1000.68,1383.05,907.07,47966290,Bearish,-31.72584056541996,-382.37,2020-10,2020
2020-10-23,Netflix,728.2,605.55,1179.46,923.63,9194681,Bearish,1.8256584387092545,-573.9100000000001,2020-10,2020
2020-10-28,Netflix,1143.5,500.47,612.88,1404.87,47851232,Bearish,52.103114883665526,-112.40999999999997,2020-10,2020
2020-10-29,Netflix,1208.9,1363.76,580.23,560.97,41613170,Bearish,-60.06961498216916,783.53,2020-10,2020
2020-10-31,Netflix,1477.32,991.92,527.21,262.03,21662669,Bullish,-53.28983724619856,464.7099999999999,2020-10,2020
2020-11-19,Netflix,725.78,1093.16,1298.52,458.39,24453547,Bullish,74.93798420028241,-205.3599999999999,2020-11,2020
2020-11-20,Netflix,164.37,460.53,1064.88,387.17,42037028,Bullish,-15.536988154191844,-604.3500000000001,2020-11,2020
2020-11-25,Netflix,518.32,1352.85,664.43,835.8,13197326,Bearish,115.87416380401372,688.42,2020-11,2020
2020-12-05,Netflix,444.94,121.61,948.64,610.01,26146713,Bullish,-27.014836085187845,-827.03,2020-12,2020
2020-12-06,Netflix,812.32,278.48,871.27,211.07,44752662,Neutral,-65.3989278864281,-592.79,2020-12,2020
2020-12-13,Netflix,933.87,1368.9,764.08,122.02,28821831,Bearish,-42.18979485478751,604.82,2020-12,2020
2020-12-15,Netflix,1214.35,695.51,689.05,1410.3,40104578,Bearish,1055.7941321094904,6.460000000000036,2020-12,2020
2020-12-16,Netflix,958.33,310.84,1142.98,138.92,15720706,Neutral,-90.14961355739914,-832.1400000000001,2020-12,2020
2020-12-25,Netflix,1456.53,746.37,943.3,89.09,44989162,Bearish,-35.8695652173913,-196.92999999999995,2020-12,2020
2020-12-29,Netflix,553.94,363.33,390.36,584.45,12734195,Bullish,556.0220002244921,-27.03000000000003,2020-12,2020
2021-01-03,Netflix,614.18,1277.47,745.69,1324.92,6805616,Neutral,126.6951835058602,531.78,2021-01,2021
2021-01-06,Netflix,490.32,1434.43,1259.14,145.13,16565788,Bullish,-89.04613108715998,175.28999999999996,2021-01,2021
2021-01-18,Netflix,130.75,1549.65,82.5,658.19,20635223,Neutral,353.517536002205,1467.15,2021-01,2021
2021-01-21,Netflix,1489.42,1445.54,1129.79,382.07,20518960,Bullish,-41.951412206201866,315.75,2021-01,2021
2021-01-31,Netflix,231.18,827.95,1312.37,925.13,49782867,Neutral,142.13625775381473,-484.41999999999985,2021-01,2021
2021-02-11,Netflix,1208.15,1070.2,1213.2,767.11,17454863,Bullish,-17.08084269237836,-143.0,2021-02,2021
2021-02-16,Netflix,606.32,1369.08,981.9,580.75,42904585,Bearish,-24.293777945796556,387.17999999999995,2021-02,2021
2021-03-06,Netflix,666.99,158.5,638.56,920.65,32464411,Bullish,58.527765820060274,-480.05999999999995,2021-03,2021
2021-03-22,Netflix,679.83,1137.47,1172.79,1423.24,42306699,Bearish,54.59077825449412,-35.319999999999936,2021-03,2021
2021-03-24,Netflix,1020.58,681.64,1059.66,717.95,27001052,Neutral,-49.55524015626317,-378.0200000000001,2021-03,2021
2021-03-25,Netflix,567.8,990.18,1133.64,1189.52,30335836,Bullish,65.68284699491606,-143.46000000000015,2021-03,2021
2021-04-04,Netflix,1110.34,579.04,1036.69,1261.28,23070593,Bullish,6.0326854529558105,-457.6500000000001,2021-04,2021
2021-04-06,Netflix,184.23,550.05,410.26,828.29,7896674,Bearish,-34.329411391602186,139.78999999999996,2021-04,2021
2021-04-12,Netflix,57.55,677.96,945.32,432.94,39604638,Bearish,-47.7308672083449,-267.36,2021-04,2021
2021-04-16,Netflix,954.2,119.29,484.22,194.55,31568171,Bearish,-55.06305723656857,-364.93,2021-04,2021
2021-04-23,Netflix,1481.0,1378.52,684.01,966.89,31315555,Neutral,396.987920842971,694.51,2021-04,2021
2021-05-07,Netflix,573.76,69.93,626.8,318.12,49437337,Bullish,-67.09863583241113,-556.8699999999999,2021-05,2021
2021-05-10,Netflix,828.91,299.33,932.15,1122.72,42624183,Neutral,252.92342512259526,-632.8199999999999,2021-05,2021
2021-05-16,Netflix,1022.32,705.23,84.75,174.24,6601034,Bearish,-84.48054724241129,620.48,2021-05,2021
2021-05-18,Netflix,157.6,371.57,537.38,757.45,46562683,Bullish,334.7164830119375,-165.81,2021-05,2021
2021-05-19,Netflix,1428.75,1353.58,851.63,446.7,9057608,Bearish,-41.02581028450724,501.94999999999993,2021-05,2021
2021-05-22,Netflix,1190.86,1491.19,328.29,1476.82,6204806,Bearish,230.60667114394445,1162.9,2021-05,2021
2021-05-31,Netflix,1157.65,1091.99,553.59,1398.62,7219523,Bearish,-5.295161224793821,538.4,2021-05,2021
2021-06-04,Netflix,1080.07,923.94,446.22,1101.56,30726275,Neutral,-21.23950751455005,477.72,2021-06,2021
2021-06-11,Netflix,825.85,103.16,676.41,1422.61,16712944,Bullish,29.14503068375758,-573.25,2021-06,2021
2021-06-17,Netflix,1483.47,1327.27,1040.14,1441.79,21592521,Neutral,1.3482261477144153,287.1299999999999,2021-06,2021
2021-07-16,Netflix,217.2,1155.19,194.28,1239.41,6770261,Bearish,-14.036718246069114,960.9100000000001,2021-07,2021
2021-07-21,Netflix,661.77,768.04,1356.39,1495.02,32235867,Bullish,20.62352248247148,-588.3500000000001,2021-07,2021
2021-07-27,Netflix,809.81,1231.12,1162.61,104.33,2275978,Neutral,-93.02149804016,68.50999999999999,2021-07,2021
2021-07-30,Netflix,237.06,214.82,1200.99,566.91,34332708,Bullish,443.38157768618805,-986.1700000000001,2021-07,2021
2021-08-17,Netflix,1458.57,770.57,995.4,323.34,105069,Bearish,-42.96449171826215,-224.82999999999993,2021-08,2021
2021-08-30,Netflix,487.18,637.43,568.42,179.23,17848683,Bullish,-44.56918414053318,69.00999999999999,2021-08,2021
2021-09-06,Netflix,353.14,765.66,869.65,887.72,29633380,Bearish,395.2965463371088,-103.99000000000001,2021-09,2021
2021-09-09,Netflix,385.7,403.71,1236.98,893.53,5534623,Neutral,0.6544856486279338,-833.27,2021-09,2021
2021-09-10,Netflix,1133.48,1443.0,911.57,330.98,38787154,Bearish,-62.95815473459201,531.43,2021-09,2021
2021-10-11,Netflix,507.7,1435.31,748.93,668.42,29601346,Bullish,101.95177956371984,686.38,2021-10,2021
2021-10-18,Netflix,308.63,1405.17,827.22,945.0,36614577,Neutral,41.37817539870143,577.95,2021-10,2021
2021-11-04,Netflix,1332.32,1514.59,1338.76,136.0,47655716,Bearish,-85.60846560846561,175.82999999999993,2021-11,2021
2021-11-05,Netflix,948.48,1455.8,1064.77,1029.31,22638356,Bullish,656.8455882352941,391.03,2021-11,2021
2021-11-17,Netflix,893.63,1470.77,1181.72,520.27,32231585,Bullish,-49.45448892947702,289.04999999999995,2021-11,2021
2021-11-20,Netflix,395.67,1100.49,951.81,881.36,10460352,Neutral,69.40434774251831,148.68000000000006,2021-11,2021
2021-12-01,Netflix,1125.16,1341.54,81.33,1359.47,9031596,Bullish,54.246845783788686,1260.21,2021-12,2021
2021-12-06,Netflix,351.68,243.59,65.65,1076.37,11475472,Neutral,-20.824291819606177,177.94,2021-12,2021
2021-12-11,Netflix,1363.54,660.73,1151.62,174.45,33965448,Bearish,-83.79274784692996,-490.8899999999999,2021-12,2021
2021-12-12,Netflix,1464.84,137.05,898.93,1328.17,8533684,Neutral,661.3470908569791,-761.8799999999999,2021-12,2021
2021-12-18,Netflix,814.23,1097.2,1355.1,943.44,33270918,Neutral,-28.966924414796303,-257.89999999999986,2021-12,2021
2021-12-22,Netflix,645.87,574.9,577.78,194.62,14711557,Bullish,-79.3712371745951,-2.8799999999999955,2021-12,2021
2022-01-06,Netflix,309.96,64.65,1105.9,632.09,9181521,Bullish,224.7816257321961,-1041.25,2022-01,2022
2022-01-10,Netflix,705.03,211.7,1393.45,860.96,19451271,Bullish,36.20845132813366,-1181.75,2022-01,2022
2022-01-15,Netflix,1080.98,1437.68,765.17,1257.53,20758145,Bullish,46.0613733506783,672.5100000000001,2022-01,2022
2022-01-25,Netflix,1196.04,922.39,224.4,790.9,6609599,Bearish,-37.10686822580773,697.99,2022-01,2022
2022-01-30,Netflix,531.25,528.18,1015.3,754.26,5994444,Bearish,-4.632696927550894,-487.12,2022-01,2022
2022-02-05,Netflix,1155.66,460.0,826.15,990.24,6897529,Neutral,31.28629385092674,-366.15,2022-02,2022
2022-02-14,Netflix,551.77,743.6,1010.6,658.58,16094921,Bullish,-33.49289061237679,-267.0,2022-02,2022
2022-02-21,Netflix,1105.47,1338.27,398.62,274.75,48189740,Neutral,-58.28145403747457,939.65,2022-02,2022
2022-02-23,Netflix,126.7,315.37,51.88,996.48,30256003,Bearish,262.68607825295726,263.49,2022-02,2022
2022-03-07,Netflix,1357.73,901.47,1447.15,244.68,40911011,Bullish,-75.44556840077071,-545.6800000000001,2022-03,2022
2022-03-08,Netflix,618.9,920.98,845.43,58.59,5604410,Bearish,-76.0544384502207,75.55000000000007,2022-03,2022
2022-03-14,Netflix,229.46,891.86,817.9,1395.72,34085957,Neutral,2282.1812596006143,73.96000000000004,2022-03,2022
2022-03-15,Netflix,1332.2,1040.05,860.31,457.98,7631458,Bullish,-67.18682830367122,179.74,2022-03,2022
2022-03-26,Netflix,1037.78,141.89,410.0,1022.67,16747543,Bullish,123.30014411109653,-268.11,2022-03,2022
2022-04-03,Netflix,909.08,1406.57,704.29,876.84,18801778,Bullish,-14.259731878318515,702.28,2022-04,2022
2022-04-23,Netflix,432.01,614.83,1273.33,1085.13,8562614,Bullish,23.754618858628728,-658.4999999999999,2022-04,2022
2022-05-05,Netflix,716.03,420.83,1441.26,1204.62,29277391,Neutral,11.011583865527609,-1020.4300000000001,2022-05,2022
2022-05-17,Netflix,400.64,284.77,1246.37,156.3,17624494,Bearish,-87.02495392737958,-961.5999999999999,2022-05,2022
2022-05-21,Netflix,1178.82,585.52,1290.92,434.0,46993911,Bearish,177.67114523352524,-705.4000000000001,2022-05,2022
2022-05-23,Netflix,276.07,459.57,1448.63,371.07,45616574,Bullish,-14.500000000000002,-989.0600000000002,2022-05,2022
2022-05-30,Netflix,397.81,1468.79,630.91,1202.34,40162072,Bearish,224.0197267361953,837.88,2022-05,2022
2022-06-01,Netflix,706.52,149.12,80.95,1481.11,38046945,Bullish,23.185621371658605,68.17,2022-06,2022
2022-06-11,Netflix,453.1,483.88,657.85,231.57,20097306,Neutral,-84.3651045499659,-173.97000000000003,2022-06,2022
2022-06-17,Netflix,1073.53,1248.9,729.73,332.99,15658446,Neutral,43.79669214492379,519.1700000000001,2022-06,2022
2022-06-27,Netflix,577.58,111.08,203.62,1250.1,25072180,Neutral,275.41667917955493,-92.54,2022-06,2022
2022-07-23,Netflix,1029.09,450.17,1423.16,1495.42,4973291,Bullish,19.62403007759381,-972.99,2022-07,2022
2022-07-30,Netflix,965.57,524.86,863.2,394.77,36565024,Neutral,-73.60139626325714,-338.34000000000003,2022-07,2022
2022-08-03,Netflix,439.78,1303.81,1280.22,1249.88,39821250,Bullish,216.60967145426454,23.589999999999918,2022-08,2022
2022-08-06,Netflix,938.23,57.66,239.44,1181.47,14171839,Bullish,-5.4733254392421715,-181.78,2022-08,2022
2022-08-14,Netflix,458.02,750.04,973.77,1359.58,21133207,Bullish,15.075287565490436,-223.73000000000002,2022-08,2022
2022-08-27,Netflix,719.46,745.3,1122.4,1347.42,21948822,Bearish,-0.8943938569263898,-377.10000000000014,2022-08,2022
2022-09-03,Netflix,1323.73,1071.48,783.31,1057.76,38272961,Bullish,-21.49738017841505,288.1700000000001,2022-09,2022
2022-09-04,Netflix,945.0,190.0,1282.61,958.75,21000587,Bearish,-9.36034639237634,-1092.61,2022-09,2022
2022-09-06,Netflix,142.59,1219.21,184.75,917.87,39132419,Neutral,-4.263885267275103,1034.46,2022-09,2022
2022-09-13,Netflix,388.86,330.74,794.85,642.36,24692719,Bullish,-30.016233235643387,-464.11,2022-09,2022
2022-09-14,Netflix,1344.98,893.72,636.72,849.86,9665281,Bearish,32.30275857774456,257.0,2022-09,2022
2022-09-15,Netflix,1149.86,194.25,546.21,322.89,2738681,Bullish,-62.006683453745325,-351.96000000000004,2022-09,2022
2022-09-19,Netflix,1316.88,1091.09,1302.56,606.36,44846232,Neutral,87.79150794388183,-211.47000000000003,2022-09,2022
2022-09-26,Netflix,378.04,287.89,1006.61,1496.47,14555565,Bearish,146.7956329573191,-718.72,2022-09,2022
2022-10-02,Netflix,361.46,1507.01,999.99,1029.58,17415524,Bearish,-31.199422641282492,507.02,2022-10,2022
2022-10-09,Netflix,299.44,106.81,225.12,670.45,49926872,Neutral,-34.88121369878979,-118.31,2022-10,2022
2022-10-14,Netflix,222.28,632.3,798.19,1217.21,45960923,Bullish,81.55119695726749,-165.8900000000001,2022-10,2022
2022-10-30,Netflix,680.87,693.64,100.11,278.67,31416692,Neutral,-77.10584040551754,593.53,2022-10,2022
2022-11-04,Netflix,914.71,473.61,701.82,1058.66,22561472,Bearish,279.8973696486884,-228.21000000000004,2022-11,2022
2022-11-07,Netflix,1304.78,387.58,1433.04,163.12,31611179,Bearish,-84.59184251789999,-1045.46,2022-11,2022
2022-11-11,Netflix,394.88,596.02,1384.79,917.28,34474751,Neutral,462.3344776851398,-788.77,2022-11,2022
2022-11-25,Netflix,354.72,88.84,339.59,1122.87,25960591,Neutral,22.41300366300365,-250.74999999999997,2022-11,2022
2022-12-04,Netflix,171.66,1506.49,104.52,425.06,48839043,Neutral,-62.14521716672454,1401.97,2022-12,2022
2022-12-10,Netflix,202.83,829.24,1095.82,1461.98,34372224,Bearish,243.94673693125677,-266.5799999999999,2022-12,2022
2022-12-11,Netflix,1367.03,315.2,589.17,1334.35,45893022,Bullish,-8.729941586068213,-273.96999999999997,2022-12,2022
2022-12-23,Netflix,1221.97,1027.13,76.02,562.2,35112060,Bullish,-57.86712631618391,951.1100000000001,2022-12,2022
2022-12-25,Netflix,413.93,1072.39,1410.65,964.77,4057845,Bullish,71.60618996798291,-338.26,2022-12,2022
2023-01-09,Netflix,905.14,1034.36,1072.26,479.77,9050146,Bullish,-50.27104905832478,-37.90000000000009,2023-01,2023
2023-01-20,Netflix,677.45,425.2,532.13,1446.86,26065725,Bearish,201.57367071721865,-106.93,2023-01,2023
2023-01-26,Netflix,613.18,1525.35,1358.08,66.62,39668391,Bearish,-95.3955462173258,167.26999999999998,2023-01,2023
2023-02-14,Netflix,513.94,170.18,734.72,1192.31,25458479,Neutral,1689.7178024617228,-564.54,2023-02,2023
2023-02-20,Netflix,1007.69,1402.93,664.89,799.09,17739551,Neutral,-32.97967810384883,738.0400000000001,2023-02,2023
2023-02-22,Netflix,1002.53,1041.77,797.64,287.0,4237607,Bullish,-64.08414571575167,244.13,2023-02,2023
2023-03-04,Netflix,1005.34,346.77,127.06,196.43,7074791,Bearish,-31.5574912891986,219.70999999999998,2023-03,2023
2023-03-18,Netflix,1195.76,870.7,835.79,923.06,44741341,Neutral,369.9180369597312,34.91000000000008,2023-03,2023
2023-03-31,Netflix,62.53,514.56,1430.02,391.7,37585866,Bearish,-57.565055359348264,-915.46,2023-03,2023
2023-04-09,Netflix,1286.22,1520.58,627.51,658.18,18636383,Bullish,68.03165688026552,893.0699999999999,2023-04,2023
2023-04-16,Netflix,1247.12,387.01,920.23,667.13,2240064,Bearish,1.3598103862165534,-533.22,2023-04,2023
2023-04-19,Netflix,619.59,984.58,1257.27,694.37,12978307,Bearish,4.08316220226943,-272.68999999999994,2023-04,2023
2023-05-09,Netflix,1495.18,826.57,1307.36,1448.78,6861712,Bullish,108.64668692483832,-480.78999999999985,2023-05,2023
2023-05-12,Netflix,996.21,94.12,1386.34,1281.08,5297111,Bearish,-11.575256422645264,-1292.2199999999998,2023-05,2023
2023-05-13,Netflix,920.32,707.96,241.59,1259.91,43739615,Bearish,-1.6525119430480406,466.37,2023-05,2023
2023-05-16,Netflix,245.12,998.14,1041.86,1105.24,46187027,Bullish,-12.276273702089835,-43.719999999999914,2023-05,2023
2023-05-18,Netflix,385.07,187.92,318.21,1470.63,9444595,Bearish,33.059787919365945,-130.29,2023-05,2023
2023-05-21,Netflix,711.92,1069.6,409.36,947.12,21049475,Bearish,-35.59766902619966,660.2399999999999,2023-05,2023
2023-05-31,Netflix,302.22,1153.45,506.07,298.3,25497086,Bullish,-68.50451896275023,647.3800000000001,2023-05,2023
2023-06-02,Netflix,1334.96,310.99,217.13,422.46,9562985,Bearish,41.62252765672141,93.86000000000001,2023-06,2023
2023-06-11,Netflix,816.17,1290.78,565.62,1477.32,32078683,Bearish,249.69464564692515,725.16,2023-06,2023
2023-06-23,Netflix,834.83,1416.97,1447.53,160.31,17185476,Neutral,-89.14859339885739,-30.559999999999945,2023-06,2023
2023-07-01,Netflix,234.54,1519.35,673.03,297.09,36642151,Neutral,85.32218826024575,846.3199999999999,2023-07,2023
2023-07-03,Netflix,1431.39,1065.74,1267.38,786.27,32692012,Bearish,164.65717459355753,-201.6400000000001,2023-07,2023
2023-07-04,Netflix,440.05,96.69,609.75,983.64,32899737,Neutral,25.10206417642795,-513.06,2023-07,2023
2023-07-07,Netflix,894.42,731.25,1038.98,926.17,12078867,Bullish,-5.8425846854540335,-307.73,2023-07,2023
2023-07-09,Netflix,762.49,333.26,476.86,694.8,32874580,Bullish,-24.981374909573837,-143.60000000000002,2023-07,2023
2023-07-12,Netflix,391.43,915.52,698.03,232.98,22485361,Bearish,-66.46804835924007,217.49,2023-07,2023
